view_id,user_id,video_id,watch_time_min,completed,view_date
29229,14074,650,13,No,2024-08-18
29230,29576,856,37,Yes,2023-11-03
29231,24276,787,39,Yes,2023-05-24
29232,18417,1831,56,Yes,2023-05-30
29233,31491,628,31,No,2023-09-30
29234,1897,1264,18,Yes,2023-03-28
29235,15494,1050,20,No,2024-07-09
29236,8833,833,47,Yes,2023-02-15
29237,23763,1343,42,Yes,2024-04-05
29238,3944,669,40,Yes,2024-03-14
29239,30156,1754,21,No,2024-04-25
29240,9154,1941,25,No,2023-08-11
29241,7657,1027,25,Yes,2024-01-28
29242,6073,1634,1,Yes,2024-01-30
29243,6500,1800,67,Yes,2023-08-04
29244,29364,660,48,No,2024-05-18
29245,13605,189,64,No,2023-03-01
29246,1021,1144,,Yes,2024-04-13
29247,13800,392,13,No,2023-08-19
29248,15668,390,40,Yes,2024-03-28
29249,5641,1908,5,No,2024-08-19
29250,7715,329,15,Yes,2024-04-17
29251,17257,852,33,Yes,2023-11-27
29252,22189,370,1,Yes,2024-03-13
29253,20017,355,56,,2023-07-04
29254,7464,395,35,Yes,2024-01-05
29255,28887,239,17,No,2023-12-09
29256,25978,996,12,Yes,2024-05-09
29257,2056,1661,43,Yes,2023-03-11
29258,7311,37,0,No,2023-05-25
29259,7538,1939,56,Yes,2024-05-09
29260,23082,1053,61,No,2023-01-12
29261,7255,1306,60,Yes,2024-07-22
29262,25188,188,52,Yes,2024-02-14
29263,11505,1683,40,No,2024-06-15
29264,9331,763,22,Yes,2023-02-24
29265,9573,123,10,Yes,2024-03-22
29266,9228,1560,21,Yes,2023-06-07
29267,27188,1922,46,Yes,2024-08-13
29268,7352,1356,49,No,2024-02-23
29269,30034,197,25,No,2023-05-17
29270,17336,954,47,No,2023-09-12
29271,9178,1058,26,Yes,2023-12-24
29272,2106,130,34,Yes,2023-06-30
29273,21685,401,49,Yes,2024-02-23
29274,24754,1338,20,Yes,2023-02-03
29275,25820,214,43,Yes,2023-09-23
29276,29354,1933,11,Yes,2023-05-20
29277,6028,1801,37,No,2024-05-10
29278,21960,958,66,Yes,2023-08-23
29279,9470,1974,41,Yes,2023-04-02
29280,24801,1266,37,Yes,2023-09-22
29281,2510,602,12,Yes,2024-03-15
29282,30197,188,49,Yes,2023-02-18
29283,27969,98,38,No,2023-09-04
29284,12865,368,25,No,2024-05-10
29285,23867,1216,30,Yes,2024-08-01
29286,12635,916,20,No,2024-03-30
29287,6050,1594,29,Yes,2024-03-18
29288,19656,643,26,No,2024-07-15
29289,3530,972,43,No,2023-01-29
29290,25876,1247,37,Yes,2023-04-01
29291,19647,287,62,No,2023-01-03
29292,21564,1511,18,Yes,2023-02-06
29293,21605,1223,12,Yes,2023-03-04
29294,19265,1885,57,Yes,2024-03-31
29295,3678,137,12,Yes,2023-10-27
29296,89,1234,65,Yes,2023-03-07
29297,29749,1081,63,Yes,2023-10-03
29298,13854,1557,4,Yes,2024-04-29
29299,11354,673,16,Yes,2023-05-06
29300,8256,1145,44,Yes,2023-04-26
29301,13586,372,0,Yes,2024-01-03
29302,14474,667,16,Yes,2024-02-16
29303,8967,970,4,Yes,2024-06-04
29304,19018,449,20,,2023-05-04
29305,20678,212,45,Yes,2023-12-24
29306,644,1193,66,Yes,2024-07-07
29307,21032,1678,7,Yes,2023-06-02
29308,18186,1883,35,Yes,2024-03-02
29309,16154,387,25,Yes,2023-08-26
29310,6889,830,19,No,2024-02-17
29311,14811,4,44,Yes,2023-10-17
29312,16765,521,59,No,2024-01-31
29313,16096,1005,67,,2023-07-30
29314,26679,601,44,No,2023-02-11
29315,18374,620,66,No,2023-07-23
29316,28957,1116,40,No,2023-01-28
29317,13735,1628,10,,2023-04-25
29318,22709,1335,67,Yes,2024-07-24
29319,10163,2043,34,Yes,2023-07-01
29320,8599,798,1,No,2024-04-21
29321,10975,1924,25,Yes,2023-05-02
29322,27364,273,8,No,2024-07-17
29323,5944,968,64,No,2023-07-30
29324,23741,635,25,No,2024-03-27
29325,15013,1359,42,Yes,2023-05-07
29326,5253,973,69,,2024-05-04
29327,25029,102,28,No,2024-01-18
29328,6790,177,18,No,2023-04-03
29329,24468,361,33,Yes,2023-07-30
29330,4338,1020,31,No,2023-12-11
29331,29510,787,43,Yes,2023-06-03
29332,28572,1119,53,,2023-02-22
29333,716,865,26,No,2023-10-10
29334,10401,780,53,No,2024-01-14
29335,23950,1153,14,No,2023-01-01
29336,19104,1497,5,Yes,2024-01-10
29337,1572,1970,61,No,2024-06-12
29338,5654,1211,69,No,2024-01-04
29339,5598,198,34,Yes,2024-05-20
29340,449,1878,49,Yes,2023-03-09
29341,11916,931,17,Yes,2024-08-04
29342,10166,1274,44,Yes,2023-08-30
29343,13830,815,43,Yes,2023-04-11
29344,30350,73,36,Yes,2023-12-08
29345,25075,93,13,,2024-05-22
29346,31313,1951,69,Yes,2023-03-16
29347,31264,1717,56,Yes,2024-01-28
29348,25059,1623,24,No,2023-08-04
29349,3324,953,19,Yes,2023-03-09
29350,31483,1240,22,No,2023-07-20
29351,27708,1894,67,No,2023-07-12
29352,28337,108,34,No,2023-08-07
29353,9752,1067,45,No,2023-01-18
29354,14247,1116,10,Yes,2024-05-08
29355,25411,48,62,Yes,2024-05-29
29356,27600,188,67,Yes,2023-04-22
29357,17304,349,66,No,2023-05-26
29358,14672,2011,67,Yes,2023-04-21
29359,30708,52,52,,2024-08-04
29360,28746,1282,1,,2023-08-24
29361,26386,971,2,No,2023-06-24
29362,12684,1170,56,Yes,2023-10-07
29363,23446,1528,38,Yes,2023-10-21
29364,7273,469,17,Yes,2023-06-09
29365,22823,61,,Yes,2023-07-11
29366,24037,372,52,Yes,2024-07-23
29367,3923,839,9,No,2023-12-17
29368,26933,1640,40,Yes,2023-12-19
29369,23223,1498,67,No,2024-05-19
29370,18963,1387,7,Yes,2023-04-23
29371,20027,912,26,No,2023-02-14
29372,24898,2055,57,No,2024-02-09
29373,23702,1580,39,Yes,2023-06-18
29374,26107,943,62,Yes,2024-03-16
29375,23912,548,40,No,2024-04-10
29376,20111,686,52,No,2024-06-01
29377,11191,281,61,Yes,2024-02-09
29378,1284,1729,29,Yes,2023-05-10
29379,15182,1510,31,Yes,2023-03-10
29380,22619,793,42,No,2023-08-20
29381,10836,824,59,No,2023-03-29
29382,31360,60,16,No,2023-12-08
29383,26596,1288,3,Yes,2023-04-18
29384,11584,1245,44,Yes,2023-01-27
29385,9861,1302,57,No,2023-07-03
29386,15783,1473,60,Yes,2023-05-08
29387,382,864,46,Yes,2023-03-30
29388,2778,1897,11,No,2023-12-14
29389,8473,872,37,Yes,2023-09-14
29390,15432,479,52,No,2024-01-13
29391,12577,201,36,Yes,2024-01-29
29392,4776,1277,10,Yes,2024-03-15
29393,9249,1948,68,No,2024-02-26
29394,27742,1549,61,Yes,2024-05-25
29395,23244,422,26,No,2024-02-14
29396,26411,192,35,No,2023-11-17
29397,23397,1998,52,Yes,2024-04-24
29398,29804,534,7,Yes,2024-07-14
29399,20796,544,43,Yes,2023-11-19
29400,17433,1263,26,Yes,2024-06-24
29401,23012,817,52,Yes,2023-11-24
29402,11238,49,21,Yes,2024-04-07
29403,12337,1389,0,Yes,2024-02-18
29404,4801,1984,46,No,2024-02-18
29405,19238,619,27,No,2023-07-05
29406,21383,619,68,Yes,2024-08-21
29407,28431,1556,45,No,2024-01-10
29408,4135,1964,62,Yes,2024-02-03
29409,20896,843,51,No,2024-01-30
29410,2120,458,9,No,2023-04-23
29411,14641,526,62,No,2023-08-24
29412,15134,714,55,No,2024-04-29
29413,7892,841,25,Yes,2024-06-25
29414,17501,1627,49,Yes,2024-07-29
29415,834,292,60,Yes,2024-04-10
29416,30638,1561,10,No,2024-03-26
29417,29107,756,8,No,2024-02-12
29418,3791,346,66,No,2024-07-12
29419,2526,1160,43,No,2024-08-12
29420,2161,1858,10,Yes,2023-05-15
29421,5564,876,41,No,2024-07-15
29422,5546,1811,35,Yes,2023-08-30
29423,22828,1559,23,No,2024-08-10
29424,19462,1511,8,Yes,2023-08-14
29425,11860,1094,23,Yes,2023-01-22
29426,22235,391,36,Yes,2024-06-23
29427,30000,1859,66,Yes,2023-08-08
29428,22585,1819,47,Yes,2023-12-17
29429,13636,447,69,Yes,2024-07-03
29430,9819,993,10,Yes,2024-02-05
29431,22332,496,25,No,2024-06-11
29432,17962,553,15,Yes,2023-04-23
29433,24109,1740,46,Yes,2023-12-30
29434,12549,1509,43,Yes,2023-01-02
29435,23057,1947,33,Yes,2023-02-15
29436,6293,843,65,Yes,2023-01-08
29437,24803,1056,40,Yes,2024-01-01
29438,2211,129,2,No,2023-09-22
29439,28477,106,32,No,2024-01-25
29440,17271,1456,38,Yes,2023-01-16
29441,14051,1551,26,Yes,2023-09-26
29442,22836,658,30,Yes,2024-04-14
29443,25748,42,54,No,2023-07-10
29444,31715,1600,24,Yes,2024-03-19
29445,3424,244,6,No,2024-01-26
29446,8046,18,66,No,2024-06-20
29447,30344,812,58,Yes,2023-05-06
29448,1306,1959,18,Yes,2023-10-21
29449,443,980,49,No,2023-10-17
29450,20249,1251,54,Yes,2023-09-16
29451,19077,284,18,No,2024-08-20
29452,10394,362,6,No,2023-09-04
29453,4644,1770,21,No,2023-03-06
29454,6663,1013,56,No,2023-10-22
29455,4328,1517,21,Yes,2024-07-22
29456,14939,1396,8,No,2023-02-13
29457,26632,1781,35,Yes,2023-08-08
29458,18838,570,38,Yes,2023-05-17
29459,8968,980,6,No,2023-01-06
29460,8858,1385,20,No,2023-10-20
29461,31265,1537,19,Yes,2023-11-08
29462,1323,125,68,No,2023-07-14
29463,14996,1808,31,No,2023-10-18
29464,26860,1392,28,Yes,2024-06-11
29465,7496,2,4,No,2023-12-07
29466,1911,216,57,Yes,2023-11-28
29467,19315,1489,51,Yes,2023-11-09
29468,23923,935,41,No,2023-01-23
29469,3586,1292,25,No,2023-10-18
29470,27180,527,59,Yes,2023-12-21
29471,2543,1877,37,No,2023-05-27
29472,23449,187,58,No,2023-04-07
29473,24260,422,43,Yes,2023-07-18
29474,11971,1235,42,Yes,2024-06-25
29475,20215,1780,48,Yes,2023-10-02
29476,1321,1818,30,No,2023-09-15
29477,11059,907,9,No,2023-09-26
29478,6164,1281,9,Yes,2024-04-04
29479,21842,1969,3,No,2024-01-01
29480,13977,1432,52,Yes,2023-11-15
29481,22578,1769,35,Yes,2023-02-17
29482,27656,452,62,Yes,2024-05-01
29483,2727,1394,11,Yes,2024-04-30
29484,28607,638,6,Yes,2023-09-26
29485,11086,887,26,Yes,2024-05-03
29486,18311,1054,15,No,2024-06-08
29487,30472,1257,38,Yes,2023-10-22
29488,13605,12,30,Yes,2023-07-20
29489,13430,1949,2,Yes,2023-02-21
29490,54,229,37,Yes,2023-12-16
29491,21824,6,43,No,2024-01-14
29492,31688,710,11,Yes,2023-02-06
29493,24233,1122,51,Yes,2024-03-05
29494,14932,230,51,No,2023-04-08
29495,18990,234,22,Yes,2024-02-24
29496,11616,1034,13,No,2023-08-06
29497,14618,1491,37,,2023-09-05
29498,15206,1920,49,,2023-11-05
29499,28239,1789,40,Yes,2023-07-03
29500,19104,1552,33,Yes,2023-08-11
29501,31151,851,17,Yes,2023-10-01
29502,29232,945,50,Yes,2024-08-16
29503,17162,1143,7,Yes,2023-03-18
29504,23244,1991,27,No,2023-12-27
29505,23323,444,40,No,2023-05-12
29506,28429,1912,19,,2023-03-26
29507,13180,2086,37,No,2023-03-16
29508,10,613,68,Yes,2023-03-08
29509,6969,1698,19,Yes,2024-05-31
29510,28814,899,38,Yes,2023-12-30
29511,27853,982,10,Yes,2024-01-30
29512,12564,420,,Yes,2024-01-28
29513,9624,733,44,Yes,2023-09-19
29514,31120,1602,69,Yes,2024-06-02
29515,6490,1135,6,No,2024-07-12
29516,31941,1487,11,No,2023-06-22
29517,14267,622,29,Yes,2023-08-06
29518,990,1984,27,Yes,2023-03-18
29519,26798,1818,58,Yes,2023-06-16
29520,2710,2062,5,Yes,2023-09-05
29521,21799,1203,50,Yes,2024-04-07
29522,2093,1959,,Yes,2023-06-27
29523,17630,568,12,,2024-06-08
29524,9980,117,46,Yes,2023-02-17
29525,13785,270,26,No,2023-02-06
29526,14738,194,30,Yes,2023-08-25
29527,8164,1240,25,Yes,2023-09-19
29528,16521,1201,68,Yes,2023-04-17
29529,18,1643,9,No,2023-11-26
29530,21952,189,8,,2023-12-18
29531,13463,977,27,Yes,2024-02-27
29532,9356,237,13,No,2023-10-01
29533,4171,739,26,Yes,2023-04-22
29534,769,765,46,No,2023-04-13
29535,5313,876,51,,2023-03-17
29536,19717,1539,26,Yes,2023-10-01
29537,31515,1735,62,Yes,2023-08-27
29538,9671,1034,10,No,2023-12-08
29539,11320,834,2,Yes,2023-12-24
29540,2258,1050,42,No,2023-05-16
29541,6383,1090,32,No,2024-03-29
29542,9533,1513,60,No,2024-01-12
29543,28435,1060,17,Yes,2023-03-19
29544,29094,557,55,Yes,2024-01-31
29545,9604,1109,6,No,2024-01-17
29546,14046,114,10,Yes,2023-09-27
29547,17193,525,1,Yes,2023-06-30
29548,19205,1823,5,Yes,2024-01-08
29549,29607,152,0,Yes,2024-07-04
29550,9641,344,1,No,2024-05-01
29551,23955,102,63,Yes,2023-05-19
29552,19825,1799,27,Yes,2024-08-22
29553,28157,1055,11,Yes,2024-06-14
29554,26820,613,12,No,2023-02-08
29555,11973,1175,57,Yes,2024-03-13
29556,23570,1548,24,Yes,2024-07-19
29557,4265,734,37,Yes,2023-06-30
29558,9445,949,64,No,2024-03-08
29559,25781,683,58,No,2023-10-13
29560,6684,123,62,No,2024-04-06
29561,8593,23,28,Yes,2023-03-27
29562,3600,1907,5,Yes,2023-11-05
29563,5329,1468,59,No,2024-01-01
29564,13167,1272,49,No,2023-03-26
29565,11834,894,6,Yes,2023-05-20
29566,30107,655,16,Yes,2023-08-31
29567,27291,606,17,Yes,2023-12-11
29568,20865,698,59,Yes,2024-08-13
29569,30591,1506,54,Yes,2024-07-28
29570,6061,859,21,Yes,2023-09-03
29571,12151,1427,46,No,2023-01-06
29572,23451,1014,14,Yes,2024-05-14
29573,19491,2012,49,Yes,2024-06-05
29574,9893,2037,4,Yes,2023-03-29
29575,8752,1256,61,Yes,2023-09-13
29576,2994,884,10,Yes,2023-02-27
29577,12414,292,63,Yes,2023-06-07
29578,13858,2041,25,Yes,2023-02-02
29579,2046,1475,69,No,2023-07-07
29580,27329,2094,52,Yes,2024-06-19
29581,8347,1965,48,No,2024-07-03
29582,1656,568,58,Yes,2024-05-17
29583,18136,1581,38,Yes,2023-12-07
29584,6549,1550,11,No,2023-12-30
29585,27432,186,31,Yes,2024-04-28
29586,21842,1992,59,No,2024-05-08
29587,2885,995,8,Yes,2024-01-01
29588,28089,633,30,Yes,2024-01-19
29589,25001,132,19,Yes,2023-11-25
29590,1490,441,27,No,2023-05-01
29591,25195,429,26,Yes,2023-05-27
29592,1519,1270,11,No,2024-04-10
29593,5823,1332,39,No,2023-10-18
29594,8365,559,41,,2023-03-17
29595,12267,2098,54,Yes,2023-03-17
29596,29703,777,48,Yes,2023-09-27
29597,6418,1410,11,Yes,2023-02-11
29598,11737,1246,7,No,2023-08-09
29599,15904,813,30,No,2024-05-26
29600,1345,640,56,No,2024-07-15
29601,15982,1513,41,Yes,2023-03-28
29602,21695,1469,35,Yes,2023-05-04
29603,12810,720,58,Yes,2023-12-20
29604,16126,1279,48,Yes,2024-01-28
29605,12256,1711,65,Yes,2023-04-25
29606,30729,275,48,Yes,2023-08-27
29607,4564,1356,21,No,2024-05-13
29608,21913,1384,24,No,2023-09-09
29609,17884,1957,38,No,2023-10-26
29610,17719,629,39,Yes,2023-07-16
29611,2448,1838,45,No,2023-11-04
29612,20884,212,41,Yes,2024-05-17
29613,12414,65,26,Yes,2024-05-25
29614,7991,925,32,,2023-10-01
29615,13147,605,6,Yes,2023-07-10
29616,14106,1349,24,No,2024-01-21
29617,10074,442,1,Yes,2024-07-22
29618,2010,47,0,Yes,2024-03-29
29619,25110,1341,54,Yes,2023-04-30
29620,14438,1557,7,No,2024-07-13
29621,27655,550,44,Yes,2023-01-17
29622,9412,1468,63,,2023-08-31
29623,17508,1202,46,Yes,2024-03-20
29624,19380,756,15,Yes,2023-04-01
29625,889,1595,14,Yes,2023-12-19
29626,12967,1078,33,Yes,2024-01-01
29627,19358,157,63,No,2024-04-05
29628,29349,121,66,Yes,2023-07-03
29629,26661,550,9,No,2023-05-29
29630,23433,600,30,No,2023-03-03
29631,25687,1257,64,Yes,2024-05-25
29632,19165,2067,16,Yes,2023-03-16
29633,21685,463,4,No,2024-01-26
29634,3822,416,40,No,2024-08-16
29635,2731,1520,57,Yes,2024-01-12
29636,9413,1786,26,Yes,2024-07-02
29637,14945,1205,37,No,2024-07-02
29638,20840,1489,23,No,2023-05-23
29639,14332,1229,62,No,2024-08-15
29640,7267,1761,29,No,2024-05-09
29641,22349,2097,63,Yes,2023-06-28
29642,20183,1576,66,Yes,2024-08-03
29643,11631,1041,30,Yes,2023-06-16
29644,27953,1707,67,No,2023-09-29
29645,3482,1328,37,No,2024-06-24
29646,9250,1428,24,Yes,2023-10-08
29647,21166,1065,67,Yes,2023-01-26
29648,18406,1467,0,No,2023-08-27
29649,13019,993,8,Yes,2024-01-27
29650,14774,1157,40,No,2023-11-19
29651,8230,1648,38,No,2024-07-16
29652,21623,374,46,No,2023-09-14
29653,26738,1445,32,Yes,2023-12-14
29654,14985,1126,25,No,2024-03-01
29655,22078,487,20,Yes,2024-01-09
29656,23922,1388,44,Yes,2023-09-29
29657,10298,1714,48,No,2023-02-15
29658,23229,2066,61,,2023-01-29
29659,14161,62,13,No,2023-10-11
29660,20985,1266,60,Yes,2023-08-25
29661,10873,1687,19,Yes,2023-02-23
29662,19943,491,49,No,2023-02-26
29663,13590,1465,2,Yes,2023-06-04
29664,2958,134,53,Yes,2023-04-22
29665,10956,2047,69,,2023-06-27
29666,18129,329,69,Yes,2023-06-29
29667,26509,1916,54,Yes,2023-08-09
29668,27434,2053,8,Yes,2024-05-10
29669,16922,321,18,Yes,2023-03-23
29670,14426,1890,64,Yes,2023-10-03
29671,27057,1677,,Yes,2023-10-02
29672,23841,1937,65,Yes,2023-11-03
29673,30743,1051,3,No,2023-03-07
29674,24112,1513,22,Yes,2024-04-26
29675,9367,1374,24,No,2023-04-27
29676,24091,745,3,Yes,2023-01-02
29677,9167,1196,58,Yes,2023-07-04
29678,13582,1528,61,Yes,2023-06-16
29679,6507,1664,69,Yes,2023-11-28
29680,771,1183,49,No,2023-03-15
29681,22172,825,65,Yes,2024-04-25
29682,30811,1,12,Yes,2023-08-20
29683,26495,1531,64,Yes,2023-08-29
29684,365,340,67,Yes,2023-06-30
29685,3753,726,48,Yes,2024-01-11
29686,24808,28,,Yes,2023-05-24
29687,10550,1384,40,,2023-11-04
29688,20924,2041,17,No,2024-04-02
29689,12805,1455,63,No,2023-06-26
29690,10626,1438,57,Yes,2023-03-30
29691,31015,816,60,Yes,2024-01-25
29692,5771,1639,53,No,2023-02-22
29693,10776,1685,43,Yes,2023-11-21
29694,8927,1696,33,Yes,2023-11-11
29695,20693,1100,43,Yes,2024-04-25
29696,11301,1635,7,Yes,2023-05-30
29697,31990,43,58,Yes,2024-03-30
29698,2054,153,10,Yes,2024-04-25
29699,21520,1674,68,Yes,2024-05-02
29700,30368,317,23,No,2023-09-03
29701,9448,350,65,,2024-06-11
29702,26822,1542,60,No,2023-04-10
29703,11478,549,41,Yes,2023-09-21
29704,8699,1098,28,Yes,2024-02-20
29705,6859,1487,41,Yes,2023-05-07
29706,19813,1386,19,Yes,2024-01-07
29707,19144,504,58,Yes,2023-09-24
29708,9575,1208,39,No,2024-02-05
29709,30664,1782,32,Yes,2024-02-10
29710,25597,438,57,No,2023-09-15
29711,12667,1064,44,Yes,2024-02-28
29712,28731,794,45,Yes,2024-06-18
29713,19415,1909,38,Yes,2024-03-06
29714,8512,187,4,,2023-10-28
29715,17863,1917,8,No,2024-05-25
29716,27941,944,41,Yes,2024-08-13
29717,15590,251,66,Yes,2024-05-16
29718,7022,2075,26,Yes,2023-07-14
29719,1241,1936,45,Yes,2023-05-18
29720,6045,1983,42,Yes,2024-05-07
29721,13491,1422,69,Yes,2024-05-25
29722,3306,1694,34,Yes,2024-05-25
29723,5499,2064,,Yes,2023-06-24
29724,1724,320,48,Yes,2024-01-02
29725,17999,390,55,Yes,2024-05-20
29726,29095,57,1,No,2023-01-27
29727,29864,171,40,Yes,2023-02-23
29728,894,1302,19,Yes,2023-08-01
29729,1600,350,29,No,2024-08-17
29730,27499,1560,47,No,2023-09-11
29731,20931,1715,37,No,2023-12-19
29732,22635,1053,39,Yes,2024-02-17
29733,6335,1330,60,No,2024-05-15
29734,18741,1342,19,No,2023-02-25
29735,505,749,10,Yes,2024-01-25
29736,21871,1338,35,No,2023-01-19
29737,10411,417,5,No,2023-07-14
29738,28211,27,28,Yes,2024-08-12
29739,21691,1996,15,Yes,2024-01-20
29740,31763,106,56,Yes,2023-03-22
29741,13711,1329,0,Yes,2024-05-17
29742,15523,788,17,Yes,2023-08-07
29743,4298,163,1,Yes,2023-12-14
29744,10574,1741,31,Yes,2023-09-16
29745,13021,1472,18,,2024-08-02
29746,26821,653,25,Yes,2024-06-04
29747,8851,31,2,Yes,2023-02-11
29748,24686,608,39,Yes,2023-05-24
29749,11072,1884,42,Yes,2023-01-14
29750,11487,565,1,Yes,2024-03-20
29751,28154,1873,51,No,2023-03-22
29752,220,1934,52,Yes,2024-02-24
29753,7500,1692,45,Yes,2023-04-21
29754,874,456,36,Yes,2023-07-27
29755,26815,1605,9,Yes,2023-12-06
29756,31654,1883,61,Yes,2023-02-03
29757,6892,999,36,Yes,2024-02-27
29758,1664,67,8,No,2023-03-26
29759,1589,416,64,No,2023-11-13
29760,31159,37,12,No,2023-01-13
29761,24676,1832,27,Yes,2023-10-02
29762,10942,1175,25,Yes,2023-05-13
29763,31763,2031,29,Yes,2023-09-13
29764,2654,21,23,No,2024-05-20
29765,10888,413,16,Yes,2023-10-10
29766,14495,1460,28,No,2024-06-11
29767,28257,228,31,Yes,2024-04-10
29768,24304,1401,23,No,2023-09-22
29769,16898,187,52,Yes,2024-05-13
29770,15625,183,49,No,2023-08-25
29771,31462,1181,66,No,2023-07-14
29772,14466,2054,17,Yes,2024-03-27
29773,2202,1424,19,Yes,2024-03-04
29774,29282,1915,58,,2024-02-21
29775,21471,483,64,Yes,2023-04-14
29776,17622,164,35,Yes,2024-01-12
29777,17549,718,12,No,2023-03-09
29778,26296,1413,60,No,2023-08-08
29779,10933,1925,19,No,2024-01-17
29780,6354,2077,37,Yes,2023-10-28
29781,31131,1120,11,No,2023-01-22
29782,636,569,41,No,2024-06-16
29783,13512,346,45,No,2023-05-19
29784,20262,236,41,Yes,2023-01-19
29785,22443,551,37,Yes,2023-10-20
29786,8493,831,48,Yes,2024-05-29
29787,6646,919,43,Yes,2023-01-29
29788,20974,293,7,Yes,2024-01-18
29789,1066,2008,5,No,2023-08-14
29790,7469,52,18,Yes,2023-06-26
29791,5876,2014,6,Yes,2023-12-19
29792,10241,1410,41,Yes,2024-04-19
29793,15289,1809,27,Yes,2024-04-28
29794,24355,1022,31,No,2023-11-10
29795,20664,1958,13,Yes,2024-04-19
29796,18951,89,18,Yes,2024-03-28
29797,1730,145,9,Yes,2024-02-26
29798,21063,22,31,Yes,2023-09-14
29799,1287,1606,,No,2023-09-25
29800,8709,719,8,Yes,2023-07-14
29801,1019,764,53,Yes,2023-04-06
29802,25011,1990,4,No,2024-05-24
29803,12800,1821,1,No,2023-05-16
29804,8768,508,15,Yes,2023-04-20
29805,9267,1408,35,Yes,2023-11-10
29806,11252,1959,17,No,2023-08-30
29807,7855,780,,No,2024-03-01
29808,4392,1146,25,No,2024-01-24
29809,15432,1256,13,No,2023-06-28
29810,20183,1629,39,No,2023-05-28
29811,16118,1688,34,Yes,2023-06-05
29812,29343,17,30,No,2024-06-13
29813,17747,1594,39,Yes,2023-04-07
29814,22586,1619,30,No,2024-05-10
29815,16860,1281,29,No,2023-05-16
29816,27673,1683,5,No,2023-02-07
29817,505,1514,14,No,2023-01-30
29818,11425,1688,64,No,2024-02-21
29819,23078,1751,57,Yes,2024-06-10
29820,24095,1144,46,Yes,2024-08-18
29821,263,1935,12,Yes,2023-03-04
29822,23738,548,65,Yes,2024-06-27
29823,15774,1108,36,,2023-10-27
29824,786,516,45,Yes,2024-03-19
29825,16140,2047,45,Yes,2023-01-18
29826,31289,1361,29,No,2023-11-07
29827,28216,98,27,Yes,2023-09-15
29828,24964,1843,36,No,2023-01-25
29829,24857,845,58,Yes,2024-08-07
29830,28569,762,35,No,2023-09-03
29831,24766,108,38,No,2023-10-06
29832,13809,250,33,No,2024-08-09
29833,18126,1496,13,Yes,2023-04-07
29834,18689,468,23,No,2023-05-02
29835,12623,937,21,No,2023-07-31
29836,7460,1102,54,Yes,2023-05-09
29837,2382,2036,27,Yes,2024-02-19
29838,31015,767,31,Yes,2023-10-21
29839,31242,663,54,Yes,2023-03-11
29840,20985,1368,68,Yes,2023-04-23
29841,13195,289,17,,2024-06-22
29842,949,701,41,No,2023-08-12
29843,29440,1876,12,No,2023-05-01
29844,13072,1480,11,Yes,2024-07-24
29845,26098,2099,65,Yes,2024-02-17
29846,823,266,60,Yes,2024-03-20
29847,16386,192,25,No,2024-05-07
29848,21216,82,53,Yes,2023-02-24
29849,8452,1503,9,Yes,2024-06-28
29850,2341,1599,41,Yes,2024-06-22
29851,19576,251,26,,2023-09-11
29852,20628,1313,29,Yes,2023-06-05
29853,24978,887,62,Yes,2023-11-01
29854,19657,1784,36,No,2023-06-02
29855,18110,428,33,Yes,2023-09-18
29856,28272,436,10,Yes,2024-02-03
29857,5998,928,39,,2024-01-15
29858,10918,44,64,Yes,2024-01-29
29859,23537,1623,17,Yes,2024-05-07
29860,5684,123,36,Yes,2023-04-17
29861,23698,1518,41,,2024-07-24
29862,20346,1692,58,No,2023-08-24
29863,18279,225,34,Yes,2023-07-13
29864,8222,1940,23,No,2023-11-11
29865,3967,1040,36,Yes,2024-01-28
29866,23600,933,61,Yes,2024-03-16
29867,7258,663,46,Yes,2024-08-16
29868,17579,676,49,Yes,2024-05-15
29869,2590,2018,61,No,2024-06-10
29870,9937,2005,9,,2024-04-09
29871,3820,155,14,No,2024-03-29
29872,30670,1526,33,Yes,2023-05-27
29873,24988,1172,14,No,2024-05-11
29874,1561,2022,26,Yes,2023-12-15
29875,12896,1498,60,Yes,2023-11-19
29876,11512,928,53,Yes,2023-09-13
29877,14580,1624,69,Yes,2024-01-14
29878,24124,806,65,Yes,2023-12-03
29879,17484,1873,41,No,2023-08-30
29880,22223,1791,34,No,2024-01-14
29881,3439,1066,31,Yes,2023-05-11
29882,31868,1723,36,No,2023-05-04
29883,16575,1823,18,Yes,2024-02-08
29884,13864,1102,25,No,2023-08-31
29885,5428,1595,56,Yes,2023-07-14
29886,10083,1366,31,Yes,2023-03-20
29887,28895,582,67,Yes,2023-11-17
29888,13229,406,5,No,2024-08-15
29889,14022,544,68,Yes,2023-10-21
29890,30854,1706,19,Yes,2023-06-25
29891,29298,310,68,No,2023-03-14
29892,27714,962,57,Yes,2023-10-20
29893,17470,315,44,No,2023-10-28
29894,5066,287,58,Yes,2023-06-27
29895,21978,314,26,Yes,2023-03-17
29896,13108,1572,11,Yes,2023-01-08
29897,26341,1646,52,Yes,2024-07-11
29898,28029,1150,58,No,2023-08-17
29899,19623,1512,14,Yes,2023-12-07
29900,1900,73,64,No,2023-05-20
29901,19334,356,14,Yes,2023-06-08
29902,29268,774,23,Yes,2023-09-22
29903,15573,410,43,Yes,2023-10-06
29904,17354,1344,15,Yes,2023-07-28
