subscription_id,user_id,plan_type,revenue,start_date
4059,2665,Quarterly,120,2023-08-30
4060,12317,Monthly,50,2023-04-27
4061,7968,Quarterly,50,2023-09-29
4062,25392,Yearly,120,2023-05-22
4063,17189,Monthly,50,2023-01-08
4064,22323,Quarterly,50,2023-02-25
4065,29744,Monthly,120,2023-06-25
4066,26526,Monthly,400,2023-01-04
4067,30178,Yearly,400,2023-09-24
4068,21017,Yearly,50,2023-06-05
4069,30499,Quarterly,120,2023-03-22
4070,23914,Yearly,120,2023-03-22
4071,22424,Monthly,120,2023-12-10
4072,7933,Monthly,50,2023-11-06
4073,17141,Quarterly,400,2023-09-28
4074,3912,Yearly,400,2023-01-09
4075,6707,Monthly,50,2024-07-13
4076,19711,Quarterly,120,2024-01-02
4077,24912,Quarterly,400,2023-04-06
4078,4696,Yearly,120,2024-07-27
4079,11978,Yearly,120,2023-11-28
4080,3522,Monthly,50,2023-11-28
4081,26928,Yearly,50,2024-01-10
4082,831,Monthly,120,2024-05-11
4083,27638,Monthly,400,2023-01-12
4084,12169,Quarterly,50,2023-07-28
4085,5348,Monthly,400,2023-01-01
4086,10763,Monthly,120,2023-09-16
4087,30726,Yearly,400,2024-02-14
4088,15515,Yearly,50,2023-02-08
4089,23976,Yearly,120,2024-05-19
4090,17128,Quarterly,400,2023-11-29
4091,27469,Quarterly,400,2023-07-12
4092,8175,Monthly,400,2024-01-13
4093,12878,Yearly,50,2024-06-02
4094,6667,Quarterly,120,2024-02-21
4095,20590,Yearly,50,2023-06-02
4096,2028,Monthly,50,2024-06-29
4097,14652,Quarterly,50,2023-06-05
4098,25665,Quarterly,400,2024-07-13
4099,8077,Yearly,50,2024-07-16
4100,29656,Yearly,,2023-11-19
4101,25138,Monthly,50,2024-02-13
4102,14297,Yearly,120,2024-07-26
4103,4321,Quarterly,50,2023-08-29
4104,6987,Quarterly,400,2023-11-22
4105,12294,Monthly,120,2023-09-26
4106,4133,Yearly,400,2023-06-11
4107,14281,Yearly,50,2023-05-21
4108,7827,Yearly,120,2024-06-15
4109,12040,Yearly,50,2024-01-20
4110,15676,Monthly,50,2023-07-09
4111,218,Quarterly,,2024-08-11
4112,14937,Quarterly,120,2023-08-13
4113,4138,Yearly,50,2023-06-29
4114,10407,Quarterly,120,2024-02-28
4115,15760,Quarterly,120,2024-08-10
4116,16649,Monthly,400,2023-10-16
4117,18251,Yearly,120,2024-01-29
4118,27120,Yearly,400,2023-07-17
4119,1073,Yearly,120,2023-03-10
4120,6286,Quarterly,120,2023-10-09
4121,26911,Yearly,50,2023-07-04
4122,26146,Monthly,50,2023-09-06
4123,28980,Yearly,120,2024-04-03
4124,17302,Yearly,120,2023-08-28
4125,17583,Yearly,400,2023-08-06
4126,8032,Quarterly,50,2023-08-14
4127,10729,Monthly,120,2023-06-10
4128,13581,Monthly,50,2024-07-25
4129,22879,Monthly,50,2023-05-21
4130,6780,Yearly,50,2023-05-26
4131,5748,Yearly,120,2024-05-09
4132,17951,Quarterly,120,2023-09-16
4133,4876,Monthly,,2023-05-25
4134,1001,Yearly,400,2023-11-04
4135,18101,Monthly,50,2023-03-06
4136,27040,Monthly,120,2023-08-28
4137,26744,Yearly,400,2024-08-18
4138,27383,Quarterly,120,2024-04-01
4139,23087,Quarterly,50,2023-05-20
4140,16286,Monthly,400,2023-12-07
4141,6724,Monthly,50,2023-11-05
4142,18907,Yearly,50,2024-08-11
4143,23970,Yearly,120,2023-04-16
4144,22414,Yearly,,2023-10-30
4145,29904,Quarterly,120,2024-03-10
4146,22203,Monthly,120,2024-02-10
4147,9092,Monthly,120,2024-03-08
4148,13248,Monthly,50,2024-01-15
4149,28229,Monthly,120,2024-03-04
4150,4664,Quarterly,50,2023-10-24
4151,19476,Quarterly,120,2024-06-17
4152,17987,Yearly,,2023-10-29
4153,3734,Quarterly,400,2024-07-01
4154,15274,Monthly,50,2023-12-13
4155,3561,Yearly,120,2024-03-06
4156,26784,Yearly,400,2023-07-06
4157,24072,Yearly,,2023-11-30
4158,21048,Monthly,50,2023-05-14
4159,14019,Quarterly,400,2023-09-20
4160,15097,Monthly,400,2023-12-17
4161,7532,Quarterly,50,2023-04-05
4162,14056,Monthly,400,2024-05-04
4163,12626,Yearly,120,2023-01-02
4164,1589,Yearly,50,2023-11-24
4165,13831,Yearly,120,2024-07-06
4166,25412,Monthly,120,2023-02-11
4167,15643,Monthly,,2023-07-31
4168,20358,Monthly,400,2023-04-22
4169,2123,Monthly,50,2024-06-27
4170,14535,Monthly,400,2024-06-11
4171,612,Monthly,50,2024-08-14
4172,17106,Yearly,50,2023-04-05
4173,13163,Monthly,50,2023-06-12
4174,9250,Quarterly,50,2023-01-21
4175,9792,Quarterly,400,2023-09-25
4176,1951,Quarterly,,2024-01-28
4177,3417,Quarterly,400,2024-07-04
4178,11676,Quarterly,400,2024-06-04
4179,15593,Quarterly,120,2023-10-12
4180,10629,Yearly,400,2023-07-15
4181,13659,Monthly,,2023-08-13
4182,13122,Monthly,,2023-08-28
4183,20955,Monthly,400,2023-10-23
4184,6093,Yearly,,2023-10-04
4185,16398,Monthly,120,2023-03-07
4186,8609,Quarterly,400,2024-08-04
4187,21055,Monthly,50,2024-02-07
4188,18350,Monthly,400,2023-05-28
4189,9251,Quarterly,120,2023-02-11
4190,5312,Monthly,120,2024-04-21
4191,18249,Quarterly,50,2023-02-08
4192,14636,Monthly,50,2024-06-23
4193,24867,Monthly,50,2023-06-09
4194,22557,Yearly,120,2023-02-13
4195,21481,Yearly,400,2024-03-29
4196,12192,Monthly,400,2024-07-16
4197,8315,Monthly,120,2023-07-05
4198,10494,Monthly,400,2023-03-22
4199,28215,Quarterly,400,2023-04-25
4200,15743,Yearly,50,2023-12-02
4201,850,Quarterly,,2024-07-22
4202,1713,Quarterly,120,2023-03-07
4203,11591,Monthly,50,2024-08-15
4204,17225,Yearly,400,2023-08-29
4205,10401,Yearly,50,2023-10-27
4206,25035,Yearly,120,2023-12-22
4207,12060,Monthly,120,2024-06-10
4208,27100,Monthly,400,2023-10-12
4209,17755,Monthly,50,2023-05-27
4210,23635,Yearly,120,2024-08-15
4211,28834,Yearly,50,2023-09-19
4212,20531,Monthly,50,2023-11-23
4213,23158,Quarterly,50,2024-07-22
4214,27610,Monthly,50,2023-02-24
4215,8950,Yearly,120,2023-03-25
4216,21544,Monthly,50,2023-01-14
4217,7528,Quarterly,,2023-07-31
4218,22918,Quarterly,120,2023-03-15
4219,10112,Yearly,50,2023-09-07
4220,4909,Yearly,120,2024-04-26
4221,25208,Monthly,400,2023-06-09
4222,28301,Monthly,120,2023-04-08
4223,19221,Yearly,50,2023-12-21
4224,9822,Monthly,50,2023-05-26
4225,13326,Monthly,50,2023-06-23
4226,18309,Quarterly,120,2023-09-27
4227,28083,Monthly,400,2024-02-12
4228,18038,Monthly,50,2024-07-13
4229,27163,Yearly,120,2023-09-12
4230,20850,Quarterly,120,2024-04-20
4231,888,Yearly,50,2023-01-18
4232,9007,Quarterly,120,2023-10-19
4233,10266,Yearly,120,2024-02-06
4234,10430,Yearly,50,2024-08-23
4235,29629,Yearly,400,2024-04-29
4236,9710,Yearly,50,2023-04-12
4237,17727,Yearly,50,2023-03-09
4238,7945,Yearly,400,2023-12-20
4239,26801,Quarterly,120,2023-11-24
4240,27044,Monthly,50,2023-10-05
4241,29975,Yearly,400,2023-04-20
4242,6745,Yearly,120,2024-06-25
4243,12941,Quarterly,400,2023-06-03
4244,2188,Monthly,400,2023-10-14
4245,12285,Quarterly,,2023-09-07
4246,13305,Quarterly,400,2023-12-12
4247,19757,Quarterly,400,2023-07-23
4248,21303,Quarterly,50,2023-11-09
4249,28907,Monthly,120,2024-05-16
4250,20463,Monthly,50,2024-01-05
4251,29484,Monthly,,2023-12-21
4252,3313,Monthly,50,2024-03-07
4253,19798,Yearly,120,2024-04-24
4254,14887,Yearly,50,2024-06-03
4255,11059,Monthly,50,2023-03-30
4256,8082,Quarterly,400,2023-01-15
4257,17037,Yearly,400,2023-01-12
4258,8148,Quarterly,120,2024-02-29
4259,16456,Yearly,400,2023-06-19
4260,18975,Monthly,400,2023-08-25
4261,7534,Yearly,120,2024-01-22
4262,30978,Monthly,120,2023-08-05
4263,21093,Yearly,50,2024-02-16
4264,24499,Quarterly,400,2023-03-25
4265,25320,Yearly,50,2024-05-20
4266,25545,Quarterly,120,2024-02-29
4267,24308,Monthly,400,2023-08-08
4268,16435,Quarterly,400,2024-05-19
4269,1086,Quarterly,,2023-12-08
4270,13186,Yearly,50,2023-02-03
4271,28421,Yearly,120,2023-10-24
4272,29340,Monthly,50,2023-03-08
4273,28829,Yearly,50,2023-06-25
4274,29818,Yearly,400,2023-01-19
4275,17347,Monthly,400,2023-10-29
4276,14728,Yearly,50,2023-06-12
4277,22624,Monthly,120,2024-07-04
4278,14123,Monthly,120,2023-11-12
4279,15428,Quarterly,120,2023-07-01
4280,13633,Monthly,50,2023-08-06
4281,14311,Quarterly,120,2024-03-18
4282,16131,Monthly,50,2023-08-18
4283,140,Yearly,50,2023-09-18
4284,2559,Quarterly,400,2023-01-17
4285,25648,Monthly,400,2023-12-11
4286,9418,Yearly,120,2024-07-14
4287,22569,Monthly,400,2023-05-18
4288,5233,Quarterly,50,2023-10-06
4289,20570,Yearly,50,2024-02-02
4290,30515,Yearly,120,2023-12-07
4291,23754,Quarterly,400,2024-01-06
4292,5911,Yearly,120,2023-12-19
4293,12544,Monthly,120,2023-04-21
4294,16927,Monthly,120,2023-06-19
4295,23348,Yearly,50,2024-06-26
4296,598,Quarterly,50,2023-07-04
4297,27339,Quarterly,400,2024-06-13
4298,22890,Quarterly,400,2023-05-02
4299,26426,Monthly,400,2023-12-31
4300,8156,Yearly,120,2023-11-11
4301,7665,Monthly,50,2024-04-26
4302,22680,Quarterly,400,2024-08-21
4303,2617,Yearly,50,2023-10-24
4304,20313,Quarterly,50,2024-07-11
4305,25996,Yearly,50,2024-08-07
4306,9606,Monthly,120,2024-08-12
4307,13084,Yearly,400,2023-12-19
4308,3293,Yearly,120,2023-03-24
4309,26793,Quarterly,50,2023-04-23
4310,10779,Monthly,50,2023-10-27
4311,15459,Monthly,50,2024-05-09
4312,470,Monthly,50,2023-01-25
4313,12816,Quarterly,,2023-07-14
4314,16774,Yearly,50,2023-09-25
4315,6277,Monthly,,2023-08-02
4316,27413,Yearly,120,2024-04-07
4317,5025,Yearly,120,2023-06-14
4318,30500,Quarterly,120,2023-12-10
4319,9339,Quarterly,120,2024-06-28
4320,26406,Quarterly,50,2023-07-02
4321,23281,Quarterly,50,2023-11-08
4322,9789,Monthly,400,2023-06-27
4323,28906,Monthly,,2023-06-14
4324,26413,Monthly,50,2023-02-01
4325,3079,Quarterly,120,2023-07-27
4326,4045,Quarterly,120,2024-02-17
4327,11704,Monthly,120,2024-05-22
4328,19123,Quarterly,120,2023-06-24
4329,13065,Yearly,120,2024-02-06
4330,24505,Quarterly,50,2023-04-13
4331,19865,Yearly,120,2024-08-23
4332,28189,Quarterly,120,2024-02-06
4333,16348,Yearly,50,2023-01-21
4334,8375,Quarterly,400,2023-05-06
4335,14459,Quarterly,400,2023-06-24
4336,11719,Yearly,120,2023-10-10
4337,18067,Quarterly,120,2023-10-26
4338,23000,Quarterly,50,2023-12-23
4339,11209,Quarterly,120,2023-08-16
4340,2232,Quarterly,120,2023-06-16
4341,11919,Monthly,50,2023-09-17
4342,5977,Monthly,50,2023-02-28
4343,18578,Quarterly,50,2023-04-21
4344,1987,Monthly,50,2023-10-14
4345,23859,Yearly,400,2024-05-11
4346,23609,Quarterly,50,2023-10-10
4347,29087,Quarterly,120,2024-06-30
4348,30437,Quarterly,50,2023-07-15
4349,3700,Yearly,50,2023-09-08
4350,7038,Yearly,50,2023-02-05
4351,747,Quarterly,400,2023-10-22
4352,4846,Quarterly,400,2024-05-12
4353,11216,Yearly,50,2024-07-31
4354,6873,Yearly,120,2023-11-23
4355,20494,Yearly,50,2023-11-15
4356,21737,Quarterly,400,2024-02-17
4357,10844,Monthly,50,2023-04-24
4358,6181,Monthly,50,2023-01-09
4359,10313,Monthly,50,2023-05-05
4360,18980,Quarterly,50,2023-04-21
4361,8658,Monthly,400,2024-03-04
4362,27908,Yearly,,2023-12-26
4363,16697,Monthly,120,2023-06-04
4364,14421,Quarterly,50,2024-07-05
4365,10880,Quarterly,120,2023-01-18
4366,5124,Monthly,120,2023-08-04
4367,5682,Quarterly,120,2023-02-20
4368,21389,Quarterly,120,2024-07-17
4369,29284,Yearly,120,2023-09-06
4370,28707,Quarterly,50,2024-01-24
4371,3088,Quarterly,400,2024-04-26
4372,16511,Quarterly,50,2023-01-23
4373,16098,Quarterly,50,2023-03-21
4374,25896,Quarterly,400,2024-01-26
4375,3236,Monthly,400,2024-04-10
4376,8613,Monthly,120,2023-01-08
4377,5825,Yearly,400,2023-11-03
4378,27093,Yearly,120,2023-04-07
4379,2165,Quarterly,50,2023-03-09
4380,10984,Monthly,400,2024-06-11
4381,24886,Yearly,50,2023-05-24
4382,1940,Quarterly,120,2023-10-26
4383,14732,Yearly,400,2023-04-11
4384,15759,Yearly,120,2023-09-21
4385,9338,Monthly,400,2023-10-25
4386,19960,Monthly,50,2024-06-23
4387,9928,Quarterly,120,2023-09-26
4388,2834,Yearly,400,2023-03-26
4389,825,Yearly,120,2023-04-25
4390,23854,Monthly,400,2023-04-13
4391,21815,Quarterly,120,2024-06-17
4392,4181,Monthly,50,2023-12-05
4393,10700,Monthly,400,2024-01-16
4394,22714,Yearly,120,2024-03-31
4395,18114,Quarterly,50,2024-07-10
4396,2805,Yearly,50,2023-10-28
4397,4219,Monthly,400,2023-06-05
4398,6129,Monthly,400,2024-01-27
4399,24337,Quarterly,400,2024-02-08
4400,27782,Yearly,,2023-11-09
4401,10871,Monthly,400,2023-12-15
4402,2304,Quarterly,400,2023-07-17
4403,2096,Yearly,120,2024-06-01
4404,30510,Yearly,120,2024-03-28
4405,7635,Monthly,50,2023-01-04
4406,23897,Monthly,120,2024-06-06
4407,13851,Monthly,120,2023-10-06
4408,9008,Quarterly,400,2023-05-18
4409,24200,Quarterly,120,2024-05-19
4410,23483,Monthly,50,2023-11-05
4411,12984,Yearly,120,2024-05-22
4412,20167,Quarterly,120,2023-09-15
4413,249,Monthly,120,2023-09-18
4414,15293,Quarterly,400,2024-05-09
4415,30095,Monthly,400,2023-02-02
4416,25267,Monthly,50,2023-04-04
4417,25732,Monthly,400,2023-08-20
4418,21798,Quarterly,400,2023-07-04
4419,10865,Monthly,50,2023-04-05
4420,12956,Quarterly,400,2023-07-30
4421,25048,Quarterly,120,2023-12-21
4422,8810,Quarterly,50,2024-02-15
4423,25559,Yearly,400,2023-11-15
4424,13285,Yearly,400,2024-03-15
4425,1238,Quarterly,120,2023-05-04
4426,23975,Yearly,50,2023-07-16
4427,12933,Monthly,50,2023-09-28
4428,5102,Yearly,400,2023-04-23
4429,4399,Quarterly,120,2024-07-22
4430,7448,Monthly,50,2024-01-09
4431,24718,Monthly,50,2023-04-28
4432,4565,Quarterly,50,2024-04-20
4433,9753,Monthly,120,2023-02-12
4434,17107,Yearly,50,2024-08-02
4435,5732,Monthly,50,2023-02-18
4436,11226,Quarterly,400,2023-01-08
4437,13889,Monthly,400,2023-10-13
4438,16520,Yearly,,2023-04-18
4439,7895,Monthly,50,2024-02-02
4440,396,Yearly,50,2023-01-21
4441,2350,Yearly,50,2023-09-25
4442,10588,Quarterly,50,2023-11-26
4443,1890,Quarterly,400,2023-07-30
4444,22820,Yearly,400,2023-12-31
4445,17721,Yearly,50,2023-12-07
4446,1721,Yearly,,2024-04-16
4447,3397,Yearly,50,2023-07-01
4448,27746,Monthly,50,2023-09-27
4449,24386,Yearly,120,2023-05-15
4450,12692,Monthly,400,2024-01-30
4451,15098,Monthly,50,2023-07-24
4452,16273,Quarterly,50,2023-04-19
4453,30176,Yearly,400,2024-02-04
4454,16499,Quarterly,120,2024-01-25
4455,30510,Quarterly,120,2023-01-17
4456,21755,Monthly,400,2024-06-15
4457,4733,Quarterly,120,2023-08-04
4458,950,Yearly,120,2023-03-03
4459,18229,Quarterly,120,2023-01-13
4460,23555,Yearly,50,2023-10-15
4461,387,Quarterly,50,2024-01-03
4462,8146,Quarterly,120,2024-03-09
4463,22755,Quarterly,50,2024-07-21
4464,13863,Yearly,120,2024-05-02
4465,24907,Quarterly,120,2024-07-10
4466,24714,Quarterly,400,2023-07-21
4467,17014,Monthly,50,2023-07-08
4468,6738,Quarterly,,2023-06-04
4469,5017,Quarterly,,2024-04-10
4470,17962,Yearly,50,2023-07-04
4471,28894,Yearly,120,2023-01-16
4472,19638,Yearly,120,2023-03-05
4473,22496,Monthly,400,2024-04-21
4474,5448,Monthly,120,2023-10-14
4475,30706,Monthly,400,2024-05-25
4476,23220,Yearly,120,2023-09-26
4477,16710,Quarterly,120,2023-01-01
4478,10114,Yearly,,2023-01-16
4479,19701,Yearly,50,2024-05-02
4480,26404,Monthly,50,2024-03-28
4481,22213,Quarterly,400,2024-08-21
4482,12407,Yearly,50,2023-11-09
4483,23164,Monthly,120,2024-06-30
4484,1421,Quarterly,400,2023-11-30
4485,14324,Yearly,50,2023-03-15
4486,26999,Yearly,120,2023-11-03
4487,14214,Yearly,50,2023-03-31
4488,12546,Yearly,50,2024-02-18
4489,9067,Quarterly,50,2024-05-08
4490,26861,Quarterly,400,2024-05-28
4491,11094,Yearly,120,2024-01-10
4492,22506,Quarterly,120,2023-04-30
4493,9398,Quarterly,400,2024-01-10
4494,26162,Yearly,400,2023-02-25
4495,12619,Yearly,120,2024-06-23
4496,9744,Monthly,120,2023-10-06
4497,20410,Monthly,120,2023-09-24
4498,30139,Yearly,50,2024-04-17
4499,5139,Quarterly,400,2023-04-10
4500,15505,Monthly,120,2024-07-04
4501,11838,Yearly,120,2023-06-25
4502,4869,Quarterly,400,2023-04-28
4503,3301,Yearly,400,2023-07-05
4504,5030,Monthly,120,2023-06-24
4505,10805,Quarterly,50,2024-07-03
4506,16949,Yearly,120,2024-03-27
4507,10543,Monthly,120,2023-03-22
4508,7111,Quarterly,400,2024-07-01
4509,6683,Monthly,120,2024-07-31
4510,14298,Monthly,400,2023-06-15
4511,4167,Quarterly,120,2023-01-17
4512,16372,Monthly,400,2023-11-19
4513,11301,Monthly,50,2023-04-22
4514,4952,Quarterly,120,2023-01-23
4515,29504,Monthly,400,2023-02-06
4516,9690,Quarterly,50,2023-07-29
4517,13072,Monthly,120,2024-05-20
4518,29441,Quarterly,400,2024-05-01
4519,17009,Yearly,120,2023-08-09
4520,10401,Yearly,400,2023-03-04
4521,2485,Yearly,120,2024-01-13
4522,28433,Quarterly,,2023-10-27
4523,1702,Monthly,,2024-06-07
4524,233,Quarterly,120,2024-01-24
4525,24689,Quarterly,50,2023-12-30
4526,5367,Quarterly,120,2023-01-20
4527,19057,Monthly,50,2023-04-20
4528,8850,Quarterly,50,2023-06-03
4529,2985,Monthly,50,2023-08-27
4530,6401,Monthly,120,2024-05-19
4531,11342,Quarterly,,2023-08-07
4532,5914,Quarterly,400,2023-08-25
4533,28695,Monthly,50,2024-04-13
4534,2527,Yearly,50,2024-06-08
4535,15560,Monthly,400,2023-07-01
4536,21400,Quarterly,400,2023-07-12
4537,17714,Yearly,50,2023-12-23
4538,11279,Monthly,50,2023-11-29
4539,30120,Yearly,50,2023-08-13
4540,90,Monthly,50,2023-04-09
4541,19487,Yearly,120,2023-06-25
4542,12759,Quarterly,400,2024-01-25
4543,28046,Quarterly,120,2023-07-16
4544,29491,Yearly,50,2023-06-30
4545,13576,Monthly,400,2023-04-17
4546,12493,Monthly,50,2023-07-13
4547,7354,Monthly,50,2024-08-12
4548,25884,Monthly,50,2023-09-15
4549,4111,Quarterly,50,2024-07-02
4550,12640,Monthly,50,2023-04-21
4551,21859,Quarterly,400,2023-12-17
4552,9859,Yearly,400,2023-08-09
4553,10536,Monthly,400,2024-04-17
4554,14493,Yearly,400,2023-03-19
4555,22119,Quarterly,120,2023-05-26
4556,22036,Quarterly,120,2024-05-28
4557,28331,Yearly,50,2023-06-05
4558,19436,Quarterly,400,2023-09-06
4559,23247,Monthly,50,2024-07-25
4560,25908,Yearly,120,2023-04-30
4561,25175,Yearly,50,2024-01-30
4562,16811,Yearly,400,2023-08-31
4563,10326,Monthly,50,2024-02-21
4564,10151,Monthly,50,2023-07-20
4565,10850,Monthly,50,2024-05-10
4566,6752,Yearly,50,2024-07-02
4567,19335,Quarterly,120,2023-07-01
4568,1307,Quarterly,400,2024-08-14
4569,23459,Quarterly,120,2024-06-30
4570,26701,Yearly,50,2023-09-23
4571,14741,Monthly,50,2023-01-21
4572,25239,Quarterly,400,2024-01-12
4573,21181,Yearly,50,2024-03-02
4574,6640,Yearly,120,2023-02-25
4575,21141,Yearly,50,2024-05-19
4576,1415,Quarterly,50,2024-05-06
4577,26208,Yearly,120,2023-05-28
4578,3153,Quarterly,400,2023-01-29
4579,6003,Quarterly,50,2023-09-15
4580,29888,Monthly,50,2023-05-31
4581,16422,Monthly,120,2023-02-14
4582,4240,Yearly,50,2024-01-05
4583,9888,Yearly,400,2024-07-23
4584,24579,Monthly,120,2024-04-17
4585,2212,Monthly,120,2023-11-16
4586,14116,Monthly,50,2024-04-13
4587,14206,Monthly,400,2024-06-20
4588,27835,Yearly,400,2023-10-09
4589,8407,Yearly,120,2023-07-01
4590,24102,Quarterly,50,2024-06-26
4591,24768,Yearly,50,2024-07-03
4592,25882,Monthly,50,2024-02-18
4593,23989,Yearly,400,2024-03-21
4594,15871,Yearly,50,2024-05-01
4595,26787,Yearly,400,2023-01-10
4596,17401,Monthly,120,2024-04-10
4597,839,Yearly,50,2023-02-07
4598,8975,Monthly,400,2023-09-01
4599,18658,Quarterly,50,2024-01-06
4600,26350,Quarterly,400,2023-11-21
4601,4088,Yearly,50,2023-09-25
4602,3807,Quarterly,50,2024-01-23
4603,9618,Yearly,400,2024-06-01
4604,16424,Quarterly,50,2024-01-17
4605,30503,Quarterly,,2024-05-06
4606,1056,Quarterly,50,2023-06-05
4607,24266,Monthly,120,2023-12-22
4608,12698,Yearly,400,2023-09-17
4609,11932,Yearly,120,2023-09-25
4610,612,Monthly,400,2024-07-06
4611,30059,Quarterly,120,2023-10-20
4612,26222,Quarterly,400,2023-05-18
4613,18746,Yearly,120,2023-08-25
4614,554,Quarterly,50,2023-11-11
4615,26499,Monthly,400,2023-06-18
4616,12791,Yearly,400,2024-04-16
4617,13899,Quarterly,400,2024-08-13
4618,14975,Yearly,120,2023-05-14
4619,18450,Monthly,400,2023-01-30
4620,14385,Monthly,400,2023-06-25
4621,7213,Monthly,120,2023-12-11
4622,3924,Quarterly,50,2024-07-21
4623,2605,Quarterly,120,2024-02-24
4624,9124,Yearly,120,2023-03-04
4625,2223,Monthly,50,2023-09-29
4626,13824,Monthly,50,2024-06-19
4627,22006,Yearly,50,2023-04-24
4628,6220,Monthly,50,2024-05-21
4629,26929,Monthly,400,2023-08-20
4630,27078,Monthly,400,2023-02-11
4631,1472,Quarterly,120,2024-01-15
4632,789,Quarterly,,2023-08-10
4633,17804,Quarterly,50,2024-08-07
4634,28879,Quarterly,120,2024-04-06
4635,28461,Monthly,120,2024-03-19
4636,26463,Yearly,400,2024-04-07
4637,14770,Yearly,120,2024-04-19
4638,19671,Monthly,400,2023-11-17
4639,9702,Quarterly,400,2023-03-26
4640,5295,Quarterly,50,2023-12-19
4641,1800,Yearly,120,2023-10-28
4642,10961,Yearly,50,2023-09-26
4643,5226,Yearly,400,2024-07-03
4644,18873,Monthly,120,2023-12-16
4645,12129,Quarterly,50,2024-07-05
4646,11879,Yearly,120,2024-02-23
4647,16965,Yearly,50,2023-05-30
4648,27873,Quarterly,120,2023-11-13
4649,659,Quarterly,120,2023-03-04
4650,9376,Monthly,400,2024-08-03
4651,12820,Yearly,120,2024-02-18
4652,24267,Monthly,120,2023-06-15
4653,24376,Quarterly,50,2023-01-06
4654,3290,Yearly,50,2024-01-07
4655,22416,Monthly,50,2023-01-17
4656,304,Quarterly,120,2023-05-01
4657,11536,Monthly,50,2024-07-24
4658,23973,Monthly,50,2024-03-01
4659,9580,Quarterly,50,2024-06-25
4660,30406,Yearly,400,2023-09-13
4661,20502,Quarterly,120,2024-02-01
4662,11824,Monthly,,2024-01-26
4663,11157,Quarterly,50,2023-02-06
4664,2887,Quarterly,,2024-06-25
4665,25962,Quarterly,120,2023-01-23
4666,7188,Monthly,120,2024-02-03
4667,30651,Yearly,120,2023-11-28
4668,9676,Quarterly,50,2024-01-18
4669,26467,Monthly,50,2024-01-31
4670,16139,Yearly,400,2024-07-01
4671,19169,Monthly,120,2023-10-02
4672,29084,Yearly,400,2023-11-19
4673,9681,Yearly,120,2024-05-18
4674,28459,Quarterly,50,2023-03-04
4675,21584,Monthly,400,2023-09-08
4676,30839,Monthly,50,2024-01-25
4677,10133,Monthly,50,2023-11-12
4678,16036,Monthly,400,2024-07-19
4679,21910,Yearly,120,2023-10-14
4680,29591,Yearly,120,2024-02-17
4681,22028,Monthly,120,2023-05-06
4682,19611,Quarterly,120,2023-03-24
4683,8106,Quarterly,400,2023-03-08
4684,18530,Monthly,120,2024-01-14
4685,17058,Yearly,50,2024-02-17
4686,14913,Yearly,50,2023-08-03
4687,15881,Quarterly,50,2024-06-06
4688,817,Quarterly,50,2023-02-23
4689,11640,Yearly,50,2023-07-14
4690,1466,Yearly,400,2023-12-17
4691,20182,Quarterly,50,2024-06-26
4692,24725,Quarterly,50,2023-05-12
4693,24858,Monthly,50,2023-09-08
4694,25695,Quarterly,50,2023-01-16
4695,2711,Yearly,120,2023-05-06
4696,29780,Monthly,50,2023-07-10
4697,10759,Monthly,120,2023-08-19
4698,25906,Yearly,120,2024-01-31
4699,21611,Monthly,50,2024-06-20
4700,26066,Monthly,50,2023-02-08
4701,22808,Monthly,50,2023-11-09
4702,20138,Monthly,50,2023-02-24
4703,9956,Yearly,400,2024-07-06
4704,1953,Yearly,50,2023-06-01
4705,26460,Quarterly,120,2023-11-17
4706,27327,Yearly,120,2024-08-23
4707,23193,Yearly,50,2024-08-09
4708,30512,Monthly,400,2023-08-14
4709,16093,Monthly,120,2023-10-02
4710,22798,Quarterly,50,2024-04-02
4711,20437,Yearly,400,2023-07-14
4712,23374,Yearly,50,2023-12-15
4713,6064,Quarterly,400,2023-02-26
4714,10895,Yearly,50,2024-03-17
4715,10185,Monthly,50,2023-04-22
4716,1137,Yearly,50,2023-09-13
4717,10677,Yearly,400,2023-10-30
4718,9934,Quarterly,50,2024-04-25
4719,14322,Monthly,120,2024-01-26
4720,23147,Quarterly,400,2024-08-22
4721,946,Yearly,400,2024-07-17
4722,1624,Yearly,50,2023-07-30
4723,28367,Yearly,50,2024-01-03
4724,20272,Yearly,50,2024-07-11
4725,11502,Quarterly,,2024-05-10
4726,25634,Quarterly,50,2023-07-15
4727,5897,Yearly,50,2024-08-23
4728,20275,Quarterly,50,2023-08-06
4729,12094,Yearly,400,2023-02-20
4730,16385,Monthly,120,2024-05-13
4731,30614,Yearly,50,2023-08-27
4732,25183,Monthly,50,2023-08-14
4733,10191,Quarterly,120,2023-05-31
4734,14167,Quarterly,50,2023-05-05
4735,17550,Quarterly,50,2023-03-02
4736,25409,Yearly,400,2024-07-25
4737,12314,Quarterly,50,2023-02-19
4738,2676,Monthly,120,2023-11-12
4739,27560,Monthly,50,2023-05-20
4740,8494,Monthly,120,2024-01-21
4741,17056,Monthly,400,2024-04-09
4742,14505,Quarterly,400,2024-03-10
4743,3041,Yearly,50,2023-10-27
4744,18584,Quarterly,120,2024-01-14
4745,10300,Monthly,50,2024-04-26
4746,9799,Monthly,120,2024-04-25
4747,28776,Monthly,50,2024-01-20
4748,7359,Quarterly,120,2023-09-03
